pseudobulkTestisGerm	meanTime	GCperc	phasedFracPatBinVal	totalLen	pat_totMuts	all_totMuts
1.40705213105981	-1.825128272409	0.524226227651015	0.330617816724647	137702	10	33
2.59607424647208	1.04197781238183	0.499381513436621	0.321938032855063	129348	8	31
2.12894346970653	1.35328452961972	0.559784655807587	0.321938032855063	108849	9	30
5.81944957189124	1.4710691091464	0.567988776941717	0.294907431688257	78410	4	17
8.46382240955451	1.56590451846931	0.508238484611908	0.292398101408875	24337	1	5
1.03046213134324	1.59178092042186	0.573225459831869	0.320913728099357	15821	1	3
3.68504911430651	1.61683239231561	0.49590524534687	0.309752009283535	14775	1	4
1.04967235215975	1.65865906040269	0.605758017492711	0.320913728099357	13720	1	1
5.64666777001548	1.77480306306917	0.539775756685959	0.294907431688257	129413	5	26
3.27088863911407	1.91669871910755	0.575124459316086	0.304791319543219	12253	1	4
5.95873299468586	1.95174929453935	0.601531519212362	0.294907431688257	36565	0	2
0.588550258106114	1.97748866743498	0.597438752783964	0.320913728099357	5388	0	1
2.35378666937442	1.99935314530383	0.588277584380203	0.321938032855063	52856	1	6
3.65524871956812	2.00031866107006	0.478216144257534	0.309752009283535	33052	0	4
2.13045008634147	1.97222782555501	0.524812523050445	0.321938032855063	24403	1	2
4.84270940322695	1.94802080536913	0.577681940700809	0.288153882242552	9275	0	0
2.65660094275103	1.91909398467259	0.544715787709965	0.321938032855063	23873	0	4
4.18629383300296	1.88095167785235	0.549883313885648	0.306039306979451	10284	0	3
3.6780710822078	1.85606040268456	0.567746755065832	0.309752009283535	10709	1	4
3.61475870154237	1.74552769108972	0.466153641640695	0.309752009283535	67703	2	13
7.18381782909861	0.293327397719587	0.480035682208387	0.292398101408875	982002	60	187
5.10085895747854	0.822472240802676	0.427020625678476	0.288153882242552	10133	0	1
4.03511355213869	0.876544054969557	0.405675111381459	0.309752009283535	60827	4	7
7.46465769582022	0.802758855709508	0.454254023209592	0.292398101408875	31194	3	5
4.43623693904717	0.730379903719469	0.427977522956736	0.306039306979451	21889	0	3
1.20434387301059	0.840758222222222	0.523859161454714	0.320913728099357	25902	1	7
5.30197819921191	1.30020972144626	0.422204375820996	0.288153882242552	495587	15	65
7.70126518835469	1.3694662962963	0.501760369677632	0.292398101408875	18178	1	4
5.17226718481221	0.959899144794857	0.480166112332525	0.288153882242552	53217	3	7
0.953945868652161	0.903801614641397	0.506321980769908	0.320913728099357	28393	2	5
2.04871480012557	0.700375032487641	0.523106828012922	0.321938032855063	36526	1	3
1.40813021132133	0.517895882497557	0.543014686667015	0.330617816724647	76532	4	16
7.91376002286334	0.949244323182538	0.455232214412402	0.292398101408875	45669	1	6
2.29014478579149	1.11020522955306	0.593487151786403	0.321938032855063	25918	3	8
1.74406010691535	1.39936418725169	0.510918572163441	0.330617816724647	99143	4	13
4.07022276989316	1.55285697418805	0.47223744677263	0.306039306979451	94876	0	10
5.84848458213608	1.50931786510591	0.513932986284591	0.294907431688257	62047	3	16
7.1009376656683	1.4233118729097	0.439030131826742	0.292398101408875	21240	0	3
3.24645208281253	1.37305301003345	0.461542123931726	0.304791319543219	42007	1	9
1.826118936742	1.33006540319584	0.483460965751968	0.330617816724647	18804	0	1
3.01033394467876	1.3839333972007	0.441183409616383	0.304791319543219	148351	3	21
5.40415021154547	1.62667998605517	0.420513450579797	0.288153882242552	170922	9	30
4.59078430558904	1.61990930992196	0.475468942540277	0.306039306979451	21911	1	6
1.50749367089668	1.60578166666667	0.468463886063072	0.330617816724647	1966	0	0
4.89088753017066	1.60321777777778	0.485707137048852	0.288153882242552	15987	1	4
3.08706168812121	1.49787079655189	0.450766099466512	0.304791319543219	158204	6	19
1.588622739765	1.06465814854228	0.567416047054991	0.330617816724647	159643	6	33
0.643964305549312	1.21596777777778	0.521721992285385	0.320913728099357	35517	1	5
4.87750823272809	1.26488619047619	0.432191252616503	0.288153882242552	18154	0	3
4.92561605959398	1.29089555555556	0.598491815339342	0.288153882242552	5437	0	2
4.11182706244803	1.3091682368579	0.464074921705613	0.306039306979451	33208	0	4
5.12578602064903	1.25870409860826	0.445623308145278	0.288153882242552	155894	5	28
4.37189630329861	1.01533933333333	0.482209287058515	0.306039306979451	22849	2	4
3.31805240505499	1.32075	0.555549600728871	0.304791319543219	18659	2	6
2.99267979648468	1.34613983054626	0.550268696820421	0.304791319543219	8932	1	4
4.69769532538937	1.385284303233	0.551659423152904	0.306039306979451	10124	0	2
6.6195938272591	1.44339166666667	0.542736213878993	0.292398101408875	32841	2	6
1.05629143946213	1.54705622222222	0.534265447297456	0.320913728099357	34116	0	1
4.27264758709397	1.67179317168339	0.543608379649423	0.306039306979451	18712	2	3
3.58109883130995	1.74655301104692	0.552509109275226	0.309752009283535	27719	3	6
3.42645807895507	1.78217851851852	0.547312971196598	0.304791319543219	20692	1	4
3.28116361578556	1.80138000348384	0.481388809455724	0.304791319543219	41964	5	8
0.254248320357974	1.797165	0.540212443095599	0.33898930284028	2636	0	0
0.0680648576091305	1.78708	0.545883940620783	0.33898930284028	1482	0	0
4.00275457230294	1.68082444444444	0.558095238095238	0.309752009283535	6825	0	0
1.40810441404767	1.61594034064164	0.535559452481855	0.330617816724647	41058	1	2
3.61819256325287	1.5573313851728	0.509531567063934	0.309752009283535	34989	1	6
5.19938363475943	1.52917611111111	0.55635987590486	0.288153882242552	12571	0	3
1.50560554474348	1.45245044086348	0.505755235407693	0.330617816724647	80796	5	16
0.555201458670163	1.37394893162393	0.554002842254856	0.33898930284028	42220	3	8
5.34447975878437	1.08681351042314	0.423373047692712	0.288153882242552	281846	7	38
5.44789853553995	0.447755111725074	0.513905225174937	0.288153882242552	50161	1	8
0.147206581951993	0.405183666666667	0.473597216180948	0.33898930284028	22990	1	3
0.780593807896448	-1.19348154362416	0.501616130521779	0.320913728099357	38982	1	6
2.00182039749792	-0.838525424265022	0.454152274244579	0.321938032855063	34451	1	2
5.11293659675535	-0.705546853562793	0.434439558150898	0.288153882242552	124839	6	18
2.01369586235093	0.19177641682117	0.45492634880044	0.321938032855063	1223198	59	210
1.17436136475922	1.08047625318855	0.484407239285504	0.320913728099357	67852	3	9
6.0673342070061	1.30923768149049	0.474497596536076	0.294907431688257	163514	10	31
5.23573300215091	1.48919881085098	0.567718268525312	0.288153882242552	20445	1	3
0.0664166034244851	1.62602130108217	0.483938365108383	0.33898930284028	15316	2	2
0.134466860115887	1.67893040042268	0.487862361536649	0.33898930284028	25458	0	1
3.27113385343601	1.77856432548553	0.487356709372893	0.304791319543219	35592	1	8
3.84344769584893	1.90071135448298	0.446722124704266	0.309752009283535	65515	2	10
2.23673491867689	1.93439178213091	0.492829792026428	0.321938032855063	13319	0	1
2.77315976920113	1.95595496351293	0.424104285076914	0.304791319543219	51551	3	6
3.91312275816766	1.84546726353422	0.520030144375694	0.309752009283535	50424	0	6
0.552317517182949	1.77792542372881	0.589678675754625	0.33898930284028	5135	0	2
1.63795489579668	1.72847198278181	0.535682083820337	0.330617816724647	29945	1	8
2.69443384125851	1.71510169491525	0.469481413492428	0.321938032855063	2179	0	0
4.76171102031922	1.78172477749776	0.435775944753501	0.288153882242552	104260	5	20
4.38132041594273	1.80537027864253	0.512413833391751	0.306039306979451	34236	2	15
4.23780789704912	1.77103474576271	0.610242587601078	0.306039306979451	5565	1	1
4.68034324434853	1.76466440677966	0.599222302774665	0.306039306979451	15173	0	3
1.31049138776864	1.72006644067797	0.579816513761468	0.330617816724647	15805	0	1
1.33888456977491	1.66126405367232	0.573763250883392	0.330617816724647	31696	2	5
1.85900677892408	1.65897500144125	0.573488592512355	0.330617816724647	14771	1	2
3.26775383616993	1.6224473543581	0.438587677725118	0.304791319543219	105500	5	16
4.48832257125277	1.51959343706513	0.481141602634468	0.306039306979451	45550	4	8
3.68686326995032	1.46318289781244	0.503842478298957	0.309752009283535	50228	5	11
4.90314785190832	1.42502967959312	0.493748062416038	0.288153882242552	19354	2	2
2.69951544170581	1.5871813973064	0.495993107436651	0.321938032855063	169458	4	21
2.80090773402628	1.56916582491583	0.622852233676976	0.304791319543219	5820	1	2
3.202127399409	1.54795650953984	0.57289899768697	0.304791319543219	25940	0	3
6.71964093624361	1.49280159989535	0.434267577294754	0.292398101408875	35287	1	5
1.58768593126758	1.35103183209433	0.517736695103646	0.330617816724647	52631	1	3
0.0490755197687422	1.17712817059484	0.514818505338078	0.33898930284028	35125	3	7
1.07019579141954	1.31082436618437	0.490122074544929	0.320913728099357	55376	2	15
3.97860373270772	1.48473917247711	0.516557301999084	0.309752009283535	32765	1	6
2.84997880757364	1.26558276832249	0.544013928458373	0.304791319543219	157950	7	35
4.18569465097224	0.583591083246256	0.48171140003348	0.306039306979451	71684	3	11
1.61577249191516	0.230493817287785	0.499147385747841	0.330617816724647	270345	8	54
0.159723200786881	0.763418888888889	0.581962338949455	0.33898930284028	5045	0	0
0.0643808570288569	0.6487812	0.523979258429446	0.33898930284028	117831	3	22
1.53574380010522	0.628176888888889	0.550612858834448	0.330617816724647	31247	3	7
0.856704564157317	0.68677	0.543682269069781	0.320913728099357	52321	3	11
4.60376975063242	0.916125773411371	0.437525800554343	0.306039306979451	135656	3	21
3.23374452957575	0.888274752136752	0.466317344407592	0.304791319543219	35879	2	3
5.19434374878337	0.864428666666667	0.528598894496515	0.288153882242552	8322	0	0
1.52681780019415	0.832805555555556	0.542621892153697	0.330617816724647	6194	0	2
5.52561373122217	0.814322452619844	0.528670986673187	0.294907431688257	8179	1	3
9.07065308218833	0.80956379501336	0.492430186465078	0.292398101408875	146569	7	30
2.3650949022415	1.35224685758083	0.475776377285977	0.321938032855063	61407	1	8
0.901100265315034	1.36855796799517	0.489379612938335	0.320913728099357	117604	4	30
4.16811055334156	0.818538571428571	0.413935365574146	0.306039306979451	30541	1	5
1.70202657393132	0.307507777777778	0.520770620108368	0.330617816724647	4983	0	0
1.00595968616528	-0.13632606755027	0.445732052006784	0.320913728099357	63684	5	13
0.0169211098979512	-0.387024444444444	0.560086807125418	0.33898930284028	11059	0	5
1.21603155530904	-0.402469444444444	0.511344288259751	0.320913728099357	25255	0	5
5.45409831101317	-0.402655333333333	0.472071529033554	0.288153882242552	9954	0	3
2.01481297256551	-0.20437028716411	0.505075437802153	0.321938032855063	68467	6	12
1.31708729267071	0.531804444444444	0.575550891920252	0.330617816724647	3812	0	0
3.2972601047401	0.630775333333333	0.475057471264368	0.304791319543219	8700	0	1
0.424191465023011	0.848575	0.676470588235294	0.33898930284028	2448	0	1
0.706351827234771	1.03958527777778	0.484736541626087	0.320913728099357	29777	0	5
5.99145686967635	1.15929111111111	0.508460471567268	0.294907431688257	18025	0	4
6.41460711966325	1.19931991527313	0.506707629288274	0.294907431688257	9765	0	1
4.19914195570977	1.29547264790682	0.526813938785377	0.306039306979451	53778	3	9
0.625540720340157	1.37090809523809	0.613723095710579	0.320913728099357	13102	2	2
6.20491456614489	1.44432716666667	0.409437093137046	0.294907431688257	47006	3	6
6.42017849003958	1.47322121530643	0.393734856351679	0.294907431688257	369792	16	64
1.94845511546416	1.40524225566704	0.522189522330036	0.330617816724647	128101	7	26
3.95382322219241	1.39649609067261	0.430842534475649	0.309752009283535	43654	2	5
2.68441141117166	1.43118351407047	0.516537925426879	0.321938032855063	68872	4	13
1.41836738656405	1.51231116963954	0.566712347540085	0.330617816724647	72970	3	9
5.51713023474101	1.52303129512809	0.418702860023398	0.294907431688257	105139	5	17
0.843475316692166	1.38364791666667	0.54295905707196	0.320913728099357	12896	1	3
1.67173112193233	1.34209309839382	0.561173429871814	0.330617816724647	114911	6	23
4.937537898284	1.35790333333333	0.498424700693132	0.288153882242552	20631	0	0
6.28760885408399	1.26958939442586	0.420180536663781	0.294907431688257	48522	0	9
0.240194495375857	1.05788194444444	0.577011149067157	0.33898930284028	26639	1	3
2.73515900346113	0.673634559961777	0.423135613115267	0.321938032855063	102232	8	21
1.29138072453319	0.511701847427934	0.56910589536111	0.330617816724647	39794	3	10
1.58220083695513	0.466603333333333	0.559130434782609	0.330617816724647	4600	1	2
1.0048261760541	0.46291	0.548437807034781	0.320913728099357	5089	1	1
1.16783100198567	0.459265	0.510266245487365	0.320913728099357	8864	0	0
1.54715786304798	0.50117542541071	0.519691439000741	0.330617816724647	210396	6	34
0.0643808570288569	0.773307222222222	0.49502500126269	0.33898930284028	19799	0	4
5.93199900418455	0.982021641686279	0.391741975693362	0.294907431688257	64180	1	9
6.68691162874941	1.10089853658537	0.432676176737725	0.292398101408875	93585	2	9
0.180576198495187	1.20043222222222	0.490106366338182	0.33898930284028	25572	2	5
6.41433054025593	1.41525352439609	0.388406297813533	0.294907431688257	40522	0	8
2.32546318271726	1.41424852173913	0.464278836895821	0.321938032855063	10386	0	0
2.08126061252355	1.38612313559819	0.486040551054968	0.321938032855063	43698	0	3
2.9799137580376	1.34155515699548	0.496987467148195	0.304791319543219	55933	2	14
4.33365068316186	1.30312342555995	0.516962843295638	0.306039306979451	24760	3	3
1.47940038274026	1.28462333333334	0.570431472081218	0.330617816724647	1576	0	0
9.58758440516254	1.14613888888889	0.463486454652532	0.292398101408875	5094	0	2
6.10621501899284	0.994591333333334	0.445486996430393	0.294907431688257	9805	0	1
3.71564386684591	0.975585992196209	0.624457142857143	0.309752009283535	4375	0	0
3.56709922397514	0.966036666666667	0.601662156938539	0.309752009283535	5174	1	1
2.3966034909646	0.924223975752508	0.468972925331203	0.321938032855063	36307	1	3
5.51736995110268	0.855888666666667	0.457187203587135	0.294907431688257	23194	0	7
0.239750640419036	0.777309975200783	0.477018281449289	0.33898930284028	42338	5	11
2.16975534552468	0.667244705882353	0.526381528469211	0.321938032855063	56043	5	16
0.0792140657475888	0.714341212121212	0.484141591405213	0.33898930284028	23363	2	4
0.957885426737969	0.7751993825096	0.474282491912267	0.320913728099357	33693	1	9
0.719324795486659	1.23508923076923	0.478190846050528	0.320913728099357	164541	7	28
6.77428867406441	1.3661066296544	0.440917813934084	0.292398101408875	59925	1	5
2.24882843919087	1.47346303136057	0.450102367578351	0.321938032855063	57147	2	9
2.72794338868355	1.46768704508857	0.422589160929655	0.321938032855063	38638	2	5
7.64228214398273	1.35571119403418	0.417523415115691	0.292398101408875	41533	1	10
4.90109616733208	1.20962523685128	0.407659663645413	0.288153882242552	95435	4	17
1.66639274193211	0.791584971236817	0.547995121207501	0.330617816724647	65590	2	15
6.25439996446394	0.991410774410773	0.430233695120759	0.294907431688257	10227	0	0
5.76266852614782	1.0918727981228	0.464431614841824	0.294907431688257	88857	1	2
5.37899870547497	1.46529905814906	0.417131208919211	0.288153882242552	24038	0	1
2.17674757162703	1.58067981997149	0.469737427681353	0.321938032855063	62916	3	9
2.28210277706665	1.6288959600096	0.546127359797364	0.321938032855063	25267	0	2
1.16405005000242	1.5537944506647	0.486544646235339	0.320913728099357	169152	6	31
7.05719056846265	1.43436315536315	0.494472432129863	0.292398101408875	14292	0	3
5.54711731809703	1.42319139688931	0.42543222432079	0.294907431688257	27532	1	3
7.61171143407785	1.4106189674523	0.52543804095419	0.292398101408875	14211	0	5
9.40065189165557	1.39323569023569	0.48254232827441	0.292398101408875	22798	1	5
3.10557807620715	1.32389537231962	0.457010858216747	0.304791319543219	38312	0	9
0.26676534638753	1.28632107023411	0.55417471042471	0.33898930284028	16576	0	3
0.230933005609502	1.28120267558528	0.558262831359278	0.33898930284028	8865	0	0
2.76474741537741	1.28312613473483	0.430845148735057	0.304791319543219	14388	1	6
0.397989863828548	1.29223745819398	0.582264957264957	0.33898930284028	4680	0	1
1.65036456981179	1.30225013314669	0.552310057448014	0.330617816724647	12359	0	0
4.18683435663804	1.31075681802878	0.508352836736341	0.306039306979451	12391	1	3
4.33081458284968	1.366013902606	0.447049839408845	0.306039306979451	44523	3	10
4.1316495857527	1.38749498327759	0.619345859429367	0.306039306979451	1437	0	0
6.04385402200433	1.4090220017508	0.532477382306734	0.294907431688257	36918	1	4
0.615716898494811	1.42901672240803	0.545808966861598	0.320913728099357	2565	0	0
7.01185090299099	1.48868466316292	0.524677945056651	0.292398101408875	12886	0	1
3.75763724058311	1.53654765184477	0.465586615840745	0.309752009283535	18888	0	1
4.66767095167897	1.53930335458239	0.454678325085259	0.306039306979451	38999	3	6
7.93164360653644	1.53003010033445	0.472017146939748	0.292398101408875	4199	0	0
1.53809810328673	1.4392751748735	0.535245503159942	0.330617816724647	45254	0	5
5.01130005401151	1.39671716585365	0.461955053143578	0.288153882242552	88816	3	16
5.40988963837548	1.49043988182832	0.479529584711503	0.288153882242552	13605	0	4
2.62477607760513	1.56828388915432	0.516261742792355	0.321938032855063	30870	2	7
3.6614583437027	1.59248333333333	0.487349823321555	0.309752009283535	14150	0	3
3.5547529694175	1.59025130657748	0.501252881627744	0.309752009283535	9977	0	0
7.43504501868321	1.56527130965653	0.484705932895133	0.292398101408875	46554	3	8
0.396129714380091	1.580395	0.535585042219542	0.33898930284028	2487	0	0
2.2794161627934	1.52446066666667	0.513981846520583	0.321938032855063	10907	1	1
0.819861807209926	1.45186285395764	0.558459613513138	0.320913728099357	7193	0	1
3.18742134586809	1.16518871457045	0.517284985369153	0.304791319543219	68007	1	9
4.43428042869424	1.18892457710888	0.464866108277066	0.306039306979451	73903	1	11
4.57833688498548	1.34201833333333	0.518728956228956	0.306039306979451	14256	0	2
3.62124142728616	1.395114	0.5824102047667	0.309752009283535	11916	0	1
2.44205723656279	1.43061666666667	0.608651312993966	0.321938032855063	11767	0	3
0.80319994112086	1.46191833333333	0.544403573305307	0.320913728099357	5709	0	0
0.60875124734809	1.48554444444445	0.603132530120482	0.320913728099357	4150	1	3
6.40391326825965	1.59717103592381	0.440394880999557	0.294907431688257	85798	2	11
2.21864198166997	1.55180026563641	0.56431039631415	0.321938032855063	70323	2	13
0.384761138659259	1.55770606465998	0.529271775345074	0.33898930284028	23111	0	4
1.73177029910097	1.60387666666667	0.500328515111695	0.330617816724647	6088	0	1
5.85901591687445	1.61938796474359	0.433486918330504	0.294907431688257	37113	0	2
3.64883522806793	1.51894575757576	0.413687336381042	0.309752009283535	51186	2	6
4.9840770790409	1.39534666666667	0.444327429392054	0.288153882242552	20890	0	4
1.6239128827595	1.28151950947603	0.540604242554103	0.330617816724647	14001	0	3
6.6275572454384	1.22574159390362	0.441744226128921	0.292398101408875	23208	0	3
0.285244159471204	1.15738431134083	0.498798574861215	0.33898930284028	24138	2	6
1.9105473104653	1.14272157190636	0.554993530172921	0.330617816724647	8501	0	1
5.71284015049238	1.10773634336678	0.395228628230616	0.294907431688257	118205	0	16
0.900337730657273	1.04912185546023	0.480038510911425	0.320913728099357	46740	3	13
6.31155757205542	1.07838505826512	0.431886651752424	0.294907431688257	33525	2	7
3.11646578323381	1.13093850643083	0.500631505596446	0.304791319543219	22961	1	8
2.39396379924642	1.16596906354515	0.460488505747126	0.321938032855063	6960	1	1
4.65002818118454	1.11007850209021	0.428759460348799	0.306039306979451	130677	5	14
6.6160981435994	1.05896606249342	0.500390413838669	0.292398101408875	33298	1	5
3.9616249865252	1.12241242021057	0.475969662435651	0.309752009283535	25447	0	4
6.75626235228346	1.23937137914974	0.471898583344366	0.292398101408875	60424	0	12
2.0285095199874	1.18948327759197	0.581538461538462	0.321938032855063	3250	0	0
4.23646474305588	1.35050415121078	0.459241659241659	0.306039306979451	50505	2	5
6.12800344698027	1.36817110887362	0.435519506068218	0.294907431688257	33041	3	6
0.434301506285745	1.37088582357494	0.501566814031878	0.33898930284028	59037	6	11
4.75962859482	1.5515012547582	0.418667113597882	0.288153882242552	232698	9	24
0.447758604087368	1.57221666666667	0.645255147717099	0.33898930284028	4468	0	0
5.06990469149655	1.50870859253066	0.429412971483837	0.288153882242552	34121	0	8
4.47475313597269	1.40136451964063	0.482096184004182	0.306039306979451	38260	0	11
1.8901543994055	1.12088114035088	0.516111511389459	0.330617816724647	90215	5	25
0.498708854247504	1.000035	0.56346623270952	0.33898930284028	12290	1	2
0.869829841816574	1.13965	0.526053609551672	0.320913728099357	25294	3	11
3.34900307498063	1.50994974892153	0.558068803353269	0.304791319543219	39126	3	12
4.65351304412441	1.54292513192122	0.41019484441528	0.306039306979451	134107	8	22
0.59840303049913	1.41840942712267	0.507109716612704	0.320913728099357	59918	1	6
5.62856371593512	1.46809488573021	0.420494604558543	0.294907431688257	37161	0	4
6.92180400623152	1.44184209688862	0.418598482057328	0.292398101408875	67855	1	7
0.994595473869222	1.38731722222222	0.506092818252528	0.320913728099357	11571	1	2
2.72904140123803	1.3212085574136	0.528350823989466	0.321938032855063	25061	2	4
0.739118491460387	1.3624842873069	0.554948988723823	0.320913728099357	11174	1	1
0.652167341832782	1.40289041666667	0.547140544915026	0.320913728099357	14828	0	1
5.53312830427878	1.41188142857143	0.483658390467949	0.294907431688257	15023	2	3
3.36206345513381	1.44365363636364	0.560105350173982	0.304791319543219	52017	2	7
2.14189115571833	1.485035	0.587623133142676	0.321938032855063	37764	2	8
2.56311461865412	1.4979773098434	0.492553108097515	0.321938032855063	25514	0	3
6.2787398134923	1.49220981481481	0.419294215911464	0.294907431688257	38312	0	5
6.53587679365878	1.54689328463299	0.436086863955716	0.292398101408875	46970	0	7
3.83993941381041	1.59145708913841	0.488464159392543	0.309752009283535	30817	0	6
6.65426690945252	1.61207131449178	0.44209619232623	0.292398101408875	68467	0	11
4.27909928254882	1.58661515746934	0.502848543480598	0.306039306979451	18606	0	1
3.54968520821228	1.57002111111111	0.550113192014818	0.309752009283535	4859	0	3
3.26234379297815	1.56513833333333	0.553120849933599	0.304791319543219	3012	0	1
2.01234700656281	1.55678444444444	0.531043221174152	0.321938032855063	7103	0	2
4.48179069097657	1.5481975	0.514579107505071	0.306039306979451	7888	0	1
5.81933347058696	1.53604133333333	0.512401793426844	0.294907431688257	24311	1	3
0.165594351446133	1.50861333333333	0.601834862385321	0.33898930284028	1635	0	0
1.33346071994304	1.48553747212932	0.495109039645549	0.330617816724647	34758	0	5
5.33510794671568	1.45838736245	0.467972943696892	0.288153882242552	41543	1	7
5.64707551509921	1.45683444816054	0.637160751565762	0.294907431688257	2395	0	0
7.23871917663574	1.46638285714286	0.547025252130404	0.292398101408875	12791	1	5
9.84643985071162	1.46936444444445	0.612828182120306	0.292398101408875	3009	0	3
5.65589836186654	1.48200338993225	0.480544941020103	0.294907431688257	30095	0	4
1.41341594829369	1.51927575583253	0.451256567702728	0.330617816724647	31594	2	5
2.41377211330426	1.47292431475551	0.434251825918996	0.321938032855063	66268	0	16
5.02589962142862	1.43907412628224	0.444075304540421	0.288153882242552	50568	0	10
6.17954322880285	1.41398342416549	0.429882756648556	0.294907431688257	34970	3	9
4.53523660399069	1.40351899147551	0.47847619047619	0.306039306979451	23625	0	3
1.95339406277521	1.44153816252321	0.544748375396706	0.330617816724647	33085	2	9
5.56325987273887	1.6050228128063	0.414441617727478	0.294907431688257	42059	0	5
